Recency,Frequency,MonetaryValue,Cluster
134,1,337.44,1
277,1,325.1,2
365,1,181.0,2
83,1,1708.24,1
8,2,955.24,1
17,2,364.72,1
32,4,1765.51,1
9,2,708.22,1
34,4,806.57,1
15,8,1659.38,1
24,14,4416.26,5
32,1,428.89,1
74,1,104.35,1
20,2,470.76,1
17,4,845.64,1
23,2,418.83,1
3,3,666.1,1
304,1,314.1,2
18,12,4199.85,1
367,1,307.82000000000005,2
39,7,3442.15,1
84,1,371.01,1
165,2,430.94,2
17,2,1054.73,1
77,1,1098.78,1
89,3,2398.86,1
25,8,3408.48,1
22,4,1475.02,1
3,10,2837.67,1
123,2,1142.42,1
30,1,168.12,1
12,7,1451.28,1
19,1,158.03,1
44,2,792.11,1
4,1,41.99,1
9,7,2797.57,1
55,1,427.07,1
88,6,1060.68,1
37,5,3089.97,1
3,3,12393.7,1
30,5,2735.37,1
12,4,615.39,1
211,1,101.4,2
48,4,1701.94,1
24,3,478.78,1
22,4,992.71,1
246,3,407.5,2
8,16,3362.71,5
35,3,1415.29,1
4,47,37130.6,5
38,3,662.38,1
4,3,705.39,1
3,8,1508.76,1
47,1,211.88,1
39,2,408.9,1
47,9,3786.24,1
17,3,851.01,1
260,1,628.28,2
46,3,719.81,1
12,1,251.24,1
30,1,439.66,1
43,1,236.09,1
92,6,934.62,1
39,63,81024.84,4
310,1,331.24,2
92,2,548.94,1
6,20,8816.4,5
196,3,437.7,2
87,2,758.92,1
270,3,855.02,2
8,3,471.78,1
65,3,1313.55,1
31,3,3166.4,1
22,5,1197.27,1
38,4,773.99,1
120,4,1340.7,1
373,2,256.44,2
40,3,1111.79,1
174,1,137.9,2
54,1,362.06,1
33,2,1511.95,1
145,1,783.9,1
221,1,134.8,2
45,1,664.85,1
16,7,2263.12,1
66,6,1459.86,1
10,4,1153.62,1
260,1,335.32,2
365,1,372.09,2
17,5,1521.87,1
22,2,852.15,1
45,1,326.24,1
288,1,584.3199999999999,2
297,1,122.4,2
3,10,2234.73,1
284,1,79.2,2
17,3,1352.0,1
82,2,217.16,1
56,5,2806.9,1
101,2,1317.62,1
299,1,436.18,2
23,5,981.51,1
59,5,1121.39,1
155,2,315.06,2
115,3,817.86,1
107,1,17.0,1
12,4,1078.23,1
264,1,320.62,2
240,1,185.05,2
88,7,2005.63,1
50,3,731.9,1
71,1,1290.7,1
42,3,1842.14,1
7,6,1429.64,1
62,1,302.36,1
249,1,336.96,2
66,1,108.38,1
18,7,3204.1600000000003,1
85,1,842.5,1
219,2,611.88,2
45,3,1337.48,1
143,4,195.74,1
183,1,161.38,2
171,1,135.75000000000003,2
10,8,1667.97,1
212,1,612.78,2
190,1,232.21,2
8,2,423.36,1
59,4,1309.14,1
57,2,867.11,1
73,4,684.4200000000001,1
52,1,307.78,1
317,1,249.0,2
367,1,289.35,2
29,4,6287.77,1
39,1,656.25,1
18,5,1880.22,1
52,6,3506.54,1
4,33,14589.04,5
22,2,618.09,1
263,1,517.55,2
60,3,709.38,1
19,3,635.41,1
66,2,725.18,1
88,1,620.4,1
250,1,535.34,2
3,6,2424.94,1
247,1,175.2,2
9,11,3799.49,1
157,3,734.13,1
134,1,375.0,1
296,1,76.32000000000001,2
5,2,280.52,1
43,5,2053.02,1
269,1,1829.04,2
50,5,1824.23,1
9,9,3122.04,1
16,3,656.69,1
282,1,348.2,2
65,2,1025.44,1
2,19,5575.56,5
252,1,37.4,2
232,2,856.6,2
17,3,822.48,1
11,27,3787.6,5
8,4,1822.97,1
51,6,1885.05,1
59,1,73.2,1
95,5,1140.21,1
16,6,1418.32,1
126,3,1009.55,1
94,4,1037.59,1
50,1,331.95,1
138,1,197.9,1
61,1,215.83,1
100,8,10254.18,1
73,1,305.54,1
72,4,6617.65,1
67,1,338.71000000000004,1
64,6,1158.79,1
17,2,529.41,1
23,12,4006.94,1
32,15,6911.4400000000005,5
45,4,981.86,1
16,2,215.48,1
40,1,215.08,1
3,13,5180.52,5
237,1,314.45,2
75,1,400.681,1
4,2,1080.62,1
3,4,1863.47,1
361,1,365.27,2
59,4,592.9,1
23,1,405.71,1
31,4,761.38,1
55,4,537.0600000000001,1
25,1,394.38,1
45,2,664.26,1
89,5,2262.62,1
2,18,21086.3,5
89,1,547.02,1
19,2,690.34,1
79,1,159.0,1
171,3,1062.75,2
81,1,242.35,1
267,1,914.93,2
235,2,304.25,2
30,7,3084.68,1
37,3,864.86,1
318,1,846.72,2
57,4,1295.3,1
45,5,1096.32,1
203,3,255.12,2
225,1,314.22,2
87,2,1010.6,1
190,2,542.03,2
44,4,990.88,1
71,3,536.6800000000001,1
41,5,867.31,1
78,1,432.2,1
57,2,414.2,1
24,2,3718.8,1
10,13,2607.87,1
8,7,3603.21,1
34,2,409.1,1
212,2,1522.75,2
24,3,1413.66,1
170,1,114.56,2
62,1,152.94,1
53,5,1800.07,1
261,2,389.44,2
67,2,3683.86,1
17,8,2619.91,1
267,1,752.4300000000001,2
177,1,46.95,2
45,5,5203.51,1
51,1,1035.45,1
17,4,746.83,1
9,9,5447.0,1
74,7,861.89,1
71,2,667.65,1
353,1,1141.24,2
3,5,1429.24,1
117,1,411.7,1
373,1,357.95,2
197,1,559.87,2
177,1,810.6000000000001,2
100,1,566.38,1
21,3,1509.58,1
72,1,2062.06,1
340,1,168.3,2
6,5,1570.81,1
31,2,823.97,1
170,1,142.5,2
122,1,302.25,1
22,10,2248.99,1
10,4,1328.55,1
269,1,301.9,2
23,3,598.2,1
127,1,233.22,1
26,3,5360.63,1
139,1,361.22,1
214,6,632.27,2
38,4,2560.0,1
106,2,706.57,1
18,2,616.26,1
3,2,274.15000000000003,1
331,1,226.37,2
64,8,2938.91,1
120,3,1341.65,1
35,1,328.15,1
218,1,404.4,2
172,2,1038.46,2
72,5,373.65,1
1,2,326.75,1
196,1,207.50000000000003,2
128,3,428.68,1
47,3,594.24,1
6,14,3110.96,5
14,6,3844.22,1
18,3,251.91,1
28,7,1593.2,1
8,22,26626.8,5
37,1,151.05,1
157,1,214.8,1
284,1,109.95,2
107,1,549.07,1
25,4,1971.87,1
75,4,322.41,1
16,2,370.48,1
158,1,101.1,1
44,1,575.41,1
11,2,887.65,1
32,7,1469.45,1
291,1,53.5,2
21,4,1116.47,1
333,1,153.9,2
18,2,494.44,1
4,23,6675.71,5
63,2,395.8,1
198,3,211.77,2
33,3,658.88,1
1,4,2027.5,1
7,9,1750.92,1
5,6,3512.53,1
10,4,896.66,1
32,5,734.77,1
53,1,109.36,1
12,2,707.04,1
18,9,1540.42,1
19,1,327.3,1
37,2,804.49,1
2,2,497.43,1
18,3,1553.66,1
82,4,1320.56,1
33,2,367.93,1
66,2,473.03,1
9,2,987.01,1
267,1,676.2,2
247,3,362.95,2
4,4,2157.4,1
61,1,1780.59,1
75,2,668.36,1
90,2,584.5,1
60,3,555.89,1
29,2,317.2,1
323,1,94.36,2
53,4,1382.07,1
270,1,221.19,2
2,13,3046.21,1
57,5,1555.34,1
61,5,1486.9,1
154,2,1705.8,1
19,2,408.57,1
95,1,303.93,1
1,12,4098.32,1
265,2,299.6,2
312,1,177.5,2
70,1,443.05,1
302,2,167.25,2
19,1,163.07,1
13,10,2126.93,1
36,5,2028.88,1
19,2,214.65,1
54,1,151.83,1
57,1,262.2,1
22,2,126.25,1
44,1,210.35,1
27,3,1051.4,1
45,3,675.27,1
113,6,972.23,1
17,51,34684.4,5
25,1,346.12,1
191,1,133.56,2
302,1,302.7,2
2,10,1908.25,1
263,2,241.06,2
106,1,284.55,1
57,1,300.85,1
213,3,642.81,2
64,1,287.4,1
28,1,184.26,1
29,7,1522.25,1
6,5,798.35,1
8,5,3640.67,1
67,2,381.2,1
2,3,616.79,1
46,4,654.67,1
34,1,230.51,1
1,2,168472.5,4
136,1,259.01,1
198,1,188.89,2
198,2,707.69,2
150,1,311.92,1
88,1,266.97,1
45,2,6.9,1
64,7,1841.18,1
99,5,2158.37,1
218,1,208.36,2
3,18,3482.74,5
28,3,814.72,1
178,1,151.42,2
74,3,136.0,1
21,4,1422.4,1
20,3,1314.68,1
34,7,1603.46,1
74,1,74.9,1
24,4,650.43,1
52,4,762.39,1
275,1,223.95,2
165,3,316.11,1
7,7,1871.5,1
88,4,544.3,1
64,7,2494.46,1
25,3,331.0,1
10,2,300.83,1
76,1,769.29,1
16,1,220.62,1
192,1,139.35,2
174,2,404.3,2
77,1,363.65,1
33,3,498.8,1
47,1,731.5,1
80,4,1351.63,1
297,1,826.53,2
3,3,684.41,1
9,3,1599.52,1
50,6,2965.69,1
161,2,100.97,1
360,2,365.45,2
5,6,400.86,1
107,4,1431.93,1
25,1,484.38,1
32,1,777.6,1
20,2,90.3,1
297,1,363.7,2
372,1,248.1,2
22,3,950.26,1
5,4,874.59,1
52,5,1627.13,1
30,1,101.7,1
277,1,162.7,2
61,2,484.32,1
25,2,215.08,1
186,3,1046.57,2
2,21,9418.47,5
2,26,13027.45,5
172,1,290.36,2
81,1,228.06,1
4,1,244.41,1
190,1,455.25,2
22,7,1244.59,1
18,3,6748.8,1
19,3,1095.56,1
5,1,593.75,1
110,1,548.97,1
3,4,1388.81,1
54,1,119.62,1
165,1,339.3,2
291,2,787.15,2
10,10,4154.64,1
109,5,2298.97,1
96,3,922.12,1
243,2,379.73,2
163,12,5719.82,1
42,3,837.1,1
35,2,285.89,1
67,7,3313.79,1
24,2,281.85,1
1,20,8338.49,5
27,2,841.41,1
6,2,511.12,1
54,1,1077.74,1
364,1,173.7,2
15,5,614.66,1
194,2,865.6,2
3,1,124.2,1
15,10,3738.4,1
27,3,1421.69,1
127,3,1009.6,1
85,2,663.61,1
71,1,451.44,1
183,1,105.84,2
113,1,313.62,1
374,1,233.45,2
80,2,936.08,1
249,1,463.95,2
232,1,225.15,2
71,3,459.24,1
69,1,213.5,1
4,16,4113.68,5
51,3,330.03,1
75,1,181.09,1
61,1,360.16,1
16,2,250.15,1
4,1,90.04,1
286,1,145.04999999999998,2
4,6,813.52,1
41,1,244.8,1
36,1,528.08,1
75,2,482.47,1
18,14,3347.71,5
15,7,5493.46,1
219,1,75.66,2
186,1,129.49,2
33,4,1187.66,1
70,1,618.59,1
183,1,506.19,2
15,2,500.42,1
236,1,151.85,2
31,5,2647.59,1
264,1,226.21,2
4,2,178.96,1
52,4,813.48,1
246,1,129.45,2
81,2,810.5699999999999,1
275,1,333.08,2
1,17,4413.1,5
79,1,322.8,1
30,5,2188.05,1
74,2,417.73,1
17,6,2883.1,1
223,2,217.9,2
32,4,1154.47,1
23,10,1680.72,1
31,3,1257.51,1
106,1,231.1,1
5,2,688.33,1
246,1,487.51,2
178,2,833.78,2
170,2,214.06,2
43,1,290.66,1
72,1,518.42,1
59,7,6773.97,1
16,2,1212.66,1
141,4,601.27,1
18,6,3794.52,1
22,15,8625.8,5
10,4,933.62,1
368,1,123.24,2
189,1,39.12,2
16,4,1267.65,1
362,1,135.39999999999998,2
19,1,118.98,1
68,2,570.13,1
15,6,306.72,1
24,3,1374.87,1
17,11,4095.9,1
28,3,1692.27,1
2,20,8134.94,5
55,2,319.61,1
34,4,1592.12,1
3,12,3109.99,1
366,1,129.75,2
43,1,183.7,1
73,6,1770.34,1
5,5,1028.0,1
4,28,66653.56,4
61,2,324.24,1
47,7,3062.83,1
1,4,1260.86,1
76,2,422.6,1
72,2,225.58,1
256,2,1276.0,2
69,2,482.01,1
135,4,657.9000000000001,1
241,1,112.75,2
227,2,1998.0,2
9,13,5076.55,1
9,13,5398.3,1
1,20,14034.99,5
37,3,531.35,1
46,1,656.63,1
85,5,3029.87,1
19,10,2483.04,1
3,5,1651.03,1
9,11,3645.43,1
19,15,6923.13,5
219,3,1161.53,2
78,1,301.72,1
267,2,901.2,2
24,6,3858.38,1
369,1,623.75,2
15,7,1790.42,1
26,1,155.24,1
262,1,292.47,2
17,13,4730.81,1
91,2,589.15,1
302,7,781.02,2
26,5,1382.02,1
364,1,272.82,2
46,4,1054.67,1
38,21,7239.92,5
52,3,743.11,1
32,1,603.75,1
52,3,650.51,1
79,5,2300.56,1
53,1,417.6,1
298,1,3.75,2
177,1,323.0,2
47,1,464.9,1
29,7,2238.09,1
11,7,1304.76,1
87,17,7194.3,5
5,18,6697.66,5
38,2,836.06,1
18,5,1515.9,1
45,5,623.93,1
31,1,1764.72,1
373,1,207.5,2
58,1,223.92,1
372,1,2002.4,2
114,3,1496.83,1
215,1,239.4,2
319,1,106.83,2
65,1,369.34,1
8,3,789.79,1
97,1,316.62,1
20,3,1501.38,1
199,1,611.85,2
4,13,2799.25,1
294,1,34.0,2
273,2,1145.6,2
31,11,5580.6,1
48,3,478.09,1
260,1,380.39,2
58,5,770.1,1
33,5,2246.81,1
57,1,171.59,1
68,4,661.52,1
10,11,1695.66,1
60,1,388.28,1
80,2,226.35,1
74,2,245.94,1
2,22,10629.72,5
100,2,425.19,1
372,1,311.25,2
10,13,2279.9,1
20,1,107.6,1
123,2,597.48,1
8,1,80.8,1
4,6,1545.62,1
29,7,1721.78,1
282,2,110.38,2
57,1,243.84,1
1,10,1222.71,1
365,1,414.88,2
89,1,305.62,1
11,1,1201.49,1
163,4,1619.73,1
65,1,332.3,1
23,3,536.99,1
174,2,460.59,2
103,4,801.49,1
143,3,1121.59,1
99,2,288.42,1
23,5,914.69,1
192,1,309.54,2
5,2,547.07,1
361,1,479.35,2
8,10,1692.98,1
14,21,6509.1,5
103,4,417.06,1
3,9,1604.75,1
11,11,3349.57,1
96,1,497.61,1
227,1,358.38,2
16,2,460.64,1
39,2,775.1800000000001,1
51,1,341.7,1
93,2,128.5,1
157,1,197.22,1
39,1,325.91,1
184,3,199.15,2
1,4,1106.53,1
228,1,413.46,2
128,2,180.85,1
40,2,251.87,1
31,11,3170.98,1
197,2,588.85,2
9,34,16594.35,5
37,6,1869.82,1
101,3,1264.19,1
43,16,10196.57,5
50,1,214.32,1
43,1,193.44,1
53,1,281.42,1
187,1,124.57,2
334,1,332.41,2
4,3,342.45,1
10,2,144.91000000000005,1
24,2,328.4,1
15,1,35.400000000000006,1
369,1,375.69000000000005,2
145,2,747.81,1
60,2,173.76,1
31,2,502.8,1
141,3,207.74,1
23,4,825.42,1
22,6,2812.34,1
77,3,680.02,1
5,6,7123.62,1
67,5,2095.53,1
12,6,853.72,1
84,1,13.3,1
31,7,1519.08,1
67,1,432.0,1
67,3,705.12,1
187,2,276.73,2
38,2,429.84,1
15,3,471.51,1
35,1,194.88,1
195,3,1578.67,2
2,5,809.7,1
1,5,525.54,1
367,1,145.93,2
65,1,219.14,1
299,2,289.78,2
26,3,508.81,1
8,6,1281.56,1
17,3,887.11,1
116,1,1706.88,1
29,1,373.24,1
4,16,3754.27,5
5,7,3102.43,1
82,4,579.77,1
29,5,981.65,1
72,1,379.14,1
4,8,1510.06,1
29,11,2575.38,1
290,1,113.44,2
36,1,208.46,1
9,6,621.6800000000001,1
24,2,576.26,1
277,1,391.52,2
50,6,1068.82,1
156,11,2596.45,1
61,1,169.79,1
12,19,7247.61,5
21,3,846.75,1
371,1,230.25,2
116,3,543.05,1
80,17,2847.6,5
4,7,1295.39,1
26,3,380.55,1
5,21,4604.22,5
53,1,161.94,1
1,2,563.23,1
55,2,950.93,1
26,1,262.68,1
9,4,2736.38,1
52,3,3049.88,1
13,9,1920.59,1
212,3,816.73,2
22,19,4345.5,5
236,1,406.48,2
139,3,435.02,1
4,6,1286.27,1
57,3,1178.56,1
135,3,1277.75,1
109,2,167.61,1
30,1,20.8,1
1,9,2085.08,1
185,4,518.67,2
18,1,308.74,1
239,2,416.64,2
87,1,117.35,1
39,3,507.05,1
116,1,234.17,1
187,1,110.55,2
227,1,201.19,2
8,7,2154.97,1
189,1,319.02,2
4,2,439.43,1
39,3,650.41,1
38,1,357.21,1
267,1,251.52,2
78,1,344.33,1
4,6,1852.0,1
255,2,1078.96,2
61,1,384.06,1
13,7,1931.25,1
88,2,4481.35,1
17,10,5464.12,1
30,2,1873.2,1
3,7,1625.05,1
5,1,126.12,1
7,6,1133.25,1
219,1,179.0,2
11,5,1614.31,1
30,6,1456.96,1
288,3,702.0,2
150,4,295.0,1
23,2,484.82,1
1,11,3989.57,1
86,3,1493.73,1
46,2,1412.94,1
5,4,781.78,1
51,6,889.9300000000001,1
18,1,195.36,1
30,1,270.9,1
8,3,586.33,1
29,3,1842.56,1
3,20,8694.26,5
41,2,920.1,1
11,4,1272.61,1
31,1,71.0,1
45,3,95.85,1
61,3,357.77,1
185,2,154.82999999999998,2
79,6,890.29,1
111,2,716.0,1
64,1,146.87,1
12,2,380.35,1
86,3,1030.14,1
16,3,745.52,1
246,2,433.53,2
88,1,1267.32,1
30,1,112.4,1
138,1,449.73,1
27,3,1081.57,1
3,5,1044.38,1
32,4,1735.18,1
25,1,948.48,1
113,3,339.44,1
157,1,642.02,1
85,3,1100.9,1
118,3,925.35,1
3,9,5659.9800000000005,1
96,6,3228.84,1
194,1,247.14,2
28,1,413.75,1
131,1,498.48,1
28,5,1356.33,1
82,3,1179.89,1
30,5,3095.04,1
266,1,234.24,2
74,11,5232.2300000000005,1
314,4,538.37,2
21,7,1461.14,1
59,3,859.35,1
12,21,4552.14,5
28,9,2709.7000000000003,1
114,1,312.14,1
28,9,2429.03,1
18,4,1446.09,1
18,4,834.12,1
36,3,841.0799999999999,1
36,2,378.2,1
78,1,118.8,1
22,2,287.62,1
25,2,290.16,1
33,2,2003.85,1
109,3,1405.78,1
35,2,2949.75,1
123,5,1566.65,1
7,6,2050.08,1
28,4,1991.01,1
4,7,2043.95,1
3,9,3827.76,1
50,4,1777.78,1
322,1,302.0,2
23,3,1324.16,1
15,4,1022.13,1
2,8,954.42,1
18,2,971.74,1
10,4,1621.73,1
262,1,25.5,2
159,2,665.78,1
33,6,10815.43,1
29,6,885.04,1
165,1,163.29999999999998,1
47,1,248.61,1
6,8,808.62,1
8,3,837.5,1
288,1,116.2,2
318,1,157.02,2
3,2,606.91,1
233,1,307.46,2
119,1,138.32,1
162,1,345.29999999999995,1
185,1,298.89,2
50,1,259.35,1
152,5,1004.75,1
335,1,157.09,2
5,5,2463.17,1
16,7,4892.240000000001,1
107,2,425.0,1
16,7,1139.73,1
276,1,380.5,2
16,12,10668.47,1
247,1,465.32,2
239,1,579.0,2
1,2,984.57,1
106,3,749.78,1
23,4,1714.59,1
52,1,124.88,1
195,3,1689.5,2
24,1,213.78,1
75,1,329.34,1
18,2,251.7,1
8,2,319.0,1
32,3,1266.97,1
22,3,1538.88,1
31,6,3518.03,1
29,10,1715.46,1
22,2,293.1,1
33,7,2467.35,1
284,1,158.68,2
39,2,206.34,1
58,2,835.78,1
289,1,224.91,2
79,1,317.76,1
5,8,3766.6,1
218,1,59.9,2
44,4,1443.69,1
202,1,306.13,2
178,3,711.79,1
56,4,796.03,1
57,2,239.92,1
8,6,3347.31,1
47,2,144.0,1
227,1,203.95,2
11,7,2474.23,1
106,2,384.4,1
59,2,444.74,1
28,7,2095.13,1
36,7,1699.3000000000002,1
274,2,262.62,2
30,1,1013.01,1
24,3,692.22,1
54,1,342.63,1
36,6,3563.85,1
175,4,1564.56,1
54,1,384.08,1
53,1,204.24,1
27,8,2317.2200000000003,1
253,1,226.85,2
40,7,2781.23,1
60,6,1069.12,1
234,1,113.5,2
4,10,1960.72,1
32,1,114.23,1
24,14,3198.25,1
7,2,335.13,1
65,1,354.15,1
310,2,426.79,2
309,1,393.49,2
19,6,939.32,1
16,8,1906.09,1
96,2,318.76,1
264,8,3638.41,2
12,10,3174.32,1
3,2,421.52,1
35,1,190.88,1
183,1,149.89,2
25,2,550.06,1
13,6,916.13,1
11,2,314.69,1
3,17,3744.65,5
313,1,382.5,2
108,2,1135.04,1
1,26,8676.85,5
53,1,954.9,1
205,1,171.45,2
15,1,282.19,1
120,1,318.65,1
4,2,384.52,1
363,1,283.28000000000003,2
117,2,353.86,1
18,1,178.26,1
5,2,272.44,1
41,2,298.41,1
107,2,240.0,1
148,2,603.37,1
52,5,1253.36,1
208,1,63.440000000000005,2
139,2,562.9,1
2,3,310.64,1
127,2,317.62,1
108,4,763.64,1
42,4,2148.63,1
35,1,111.98,1
228,2,1065.35,2
241,1,246.04,2
58,1,187.83,1
130,3,1703.41,1
60,6,1652.58,1
22,1,153.92,1
26,7,1064.11,1
9,7,1419.73,1
32,3,944.41,1
4,2,525.24,1
308,1,550.8000000000001,2
8,9,1875.11,1
29,3,556.95,1
17,1,131.78,1
101,2,498.42,1
12,4,669.11,1
21,1,197.63,1
15,5,1135.63,1
361,1,250.04,2
11,19,8631.31,5
95,1,82.75,1
78,2,1384.85,1
139,3,644.3,1
31,1,2328.84,1
25,8,2527.92,1
2,38,6292.26,5
46,3,2600.34,1
100,3,1200.62,1
8,2,700.86,1
15,7,921.07,1
18,4,990.23,1
280,1,96.8,2
14,2,523.11,1
23,2,363.9,1
124,1,175.2,1
86,1,494.25,1
302,2,307.02,2
151,4,2027.87,1
17,8,6643.93,1
94,2,243.36,1
30,11,12353.29,1
157,3,781.36,1
355,1,193.64,2
46,1,160.57,1
15,4,537.74,1
4,15,2676.56,1
86,1,228.96,1
15,5,1159.52,1
179,1,110.75,1
8,4,1286.07,1
36,3,587.15,1
129,2,1740.0,1
51,1,1393.06,1
312,1,178.22,2
24,2,388.14,1
303,2,365.85,2
11,1,127.86,1
17,3,585.79,1
49,3,488.2,1
239,2,312.23,2
1,11,4481.18,1
13,8,4801.56,1
238,1,168.4,2
23,8,1912.67,1
73,4,446.18,1
17,3,423.89,1
41,8,1342.68,1
40,4,646.92,1
219,2,495.77,2
199,3,400.1,2
71,2,203.2,1
24,20,4100.92,5
11,1,404.66,1
9,29,20275.61,5
65,1,65.4,1
4,1,199.29,1
19,2,336.4,1
15,1,261.11,1
8,6,2686.42,1
20,2,784.11,1
78,4,1259.56,1
1,34,31833.68,5
164,2,508.8,1
307,2,457.91,2
219,1,203.87,2
39,8,7330.8,1
22,2,696.41,1
115,3,653.38,1
126,5,2129.96,1
5,13,2633.85,1
36,1,281.62,1
4,15,31906.82,5
1,3,1031.41,1
333,3,2200.42,2
163,1,32.65,1
185,2,771.85,1
16,5,1214.72,1
12,3,778.94,1
3,7,1258.06,1
44,2,778.0,1
80,1,507.84,1
30,7,6893.42,1
42,2,463.46,1
11,12,4226.57,1
50,3,598.83,1
16,6,1979.37,1
46,2,698.41,1
19,2,759.17,1
8,6,5037.26,1
72,1,100.8,1
1,28,17256.85,5
128,3,524.9200000000001,1
33,2,265.76,1
313,1,403.3,2
18,2,365.76,1
88,1,303.16,1
2,7,2373.82,1
2,2,216.3,1
254,1,388.4500000000001,2
157,3,186.42,1
37,6,2248.56,1
220,1,534.24,2
148,3,2940.04,1
177,2,120.9,1
40,2,541.53,1
2,7,2520.86,1
8,46,194550.79,6
1,7,1721.4,1
18,2,486.72,1
192,4,517.53,2
204,1,131.7,2
365,1,249.86,2
127,5,1737.7,1
15,1,316.5,1
43,2,657.3,1
94,6,622.4300000000001,1
23,3,757.46,1
60,2,675.69,1
16,5,1896.41,1
158,1,289.96000000000004,1
10,2,763.28,1
10,2,137.0,1
16,5,1870.97,1
45,5,1125.07,1
191,3,710.29,2
79,1,194.37,1
78,1,511.82,1
4,4,1255.59,1
65,3,414.04,1
261,1,396.87,2
59,2,376.64,1
1,7,2092.32,1
1,10,3558.87,1
248,1,374.57,2
8,2,497.56,1
359,1,271.05,2
76,1,272.22,1
290,1,622.88,2
17,3,1138.0,1
221,2,288.6,2
9,4,689.1,1
3,2,558.96,1
206,9,2997.03,2
162,2,1145.84,1
76,1,302.2,1
262,2,605.58,2
281,1,387.31,2
58,8,6115.14,1
25,1,308.48,1
3,31,91062.38,4
29,10,2924.99,1
72,1,513.2,1
128,1,208.65,1
31,4,639.02,1
15,5,768.08,1
309,1,153.94,2
17,6,1844.02,1
54,1,546.81,1
30,3,723.2099999999999,1
2,5,1070.71,1
11,4,652.74,1
361,1,145.0,2
360,1,422.7000000000001,2
5,4,1195.9,1
54,4,939.37,1
1,8,3628.5,1
1,10,2385.0,1
190,1,296.7,2
54,1,223.36,1
280,1,164.4,2
177,1,76.5,1
30,2,897.62,1
26,1,98.42,1
25,2,578.9,1
270,1,170.75,2
43,3,645.96,1
234,1,103.3,2
24,2,148.86,1
197,3,267.16,2
359,1,306.84,2
60,4,930.41,1
130,1,1487.6,1
1,5,1952.45,1
20,2,483.26,1
206,1,157.9,2
14,3,541.46,1
95,5,854.95,1
19,1,167.62,1
14,7,1122.38,1
24,3,454.01,1
8,2,901.21,1
7,8,4331.48,1
332,1,344.14,2
50,4,1498.51,1
71,4,226.75000000000003,1
29,3,380.6,1
243,1,185.65,2
8,19,3622.68,5
218,1,143.45999999999998,2
5,3,448.9,1
253,3,215.72,2
1,25,11045.04,5
236,1,175.27,2
7,2,1242.3,1
109,4,1133.07,1
100,3,1240.2,1
60,4,2404.17,1
2,3,1479.22,1
73,7,2225.9700000000003,1
4,5,3927.34,1
85,2,993.18,1
12,2,388.79,1
23,7,2827.93,1
214,1,2044.37,2
18,1,161.67000000000002,1
239,1,116.01,2
2,6,5102.97,1
78,1,394.72,1
217,2,309.36,2
33,2,193.42,1
41,5,1112.22,1
7,15,3984.22,1
53,6,2048.45,1
23,14,4559.150000000001,1
57,1,390.07,1
130,3,329.6,1
174,3,571.1999999999999,1
6,3,971.58,1
312,1,218.52,2
60,1,81.44,1
21,3,1379.9,1
33,1,527.0500000000001,1
15,2,843.48,1
18,4,2047.0,1
81,1,75.75,1
6,8,1814.12,1
170,2,503.6,1
2,3,528.33,1
31,4,1324.84,1
36,9,2361.9700000000003,1
19,1,285.56,1
31,2,547.0600000000001,1
276,1,108.5,2
87,1,621.66,1
120,2,712.29,1
373,1,101.55,2
1,11,2895.64,1
219,3,1008.39,2
65,1,133.06,1
61,4,1797.5,1
138,1,868.49,1
21,1,166.08,1
12,10,3945.0,1
25,12,4867.72,1
37,4,1207.56,1
277,1,117.55,2
11,7,2638.94,1
73,5,1674.69,1
26,2,595.42,1
17,12,2999.46,1
141,1,196.0,1
26,7,1802.91,1
19,2,604.64,1
4,2,728.16,1
66,5,2055.51,1
1,2,347.75,1
43,7,3406.7200000000003,1
228,1,205.7,2
16,4,1572.71,1
50,2,3178.17,1
2,6,1629.12,1
74,2,551.04,1
1,31,20374.28,5
4,6,1387.68,1
2,30,16363.23,5
264,1,298.11,2
53,2,1992.11,1
24,1,184.4,1
10,6,2474.33,1
44,1,239.41,1
17,7,3191.53,1
7,7,5739.46,1
30,15,4757.95,1
358,2,290.40000000000003,2
127,4,740.9399999999999,1
137,1,200.47,1
142,1,283.12,1
132,2,765.34,1
38,8,2285.71,1
236,1,338.95,2
261,1,154.95,2
17,4,2534.64,1
253,1,417.95,2
30,4,1824.37,1
35,3,798.74,1
169,2,885.19,1
3,9,1823.52,1
4,17,10504.49,5
185,2,152.4,1
188,2,267.08,1
170,1,137.45,1
11,2,385.1,1
45,1,522.91,1
321,1,153.0,2
201,1,326.4,2
23,11,5655.99,1
232,1,139.35,2
38,15,5396.04,1
26,4,1195.94,1
96,4,2424.04,1
127,6,3276.4000000000005,1
71,3,1033.0,1
16,11,3439.08,1
15,1,1060.25,1
4,3,2876.01,1
3,13,5298.4800000000005,1
79,4,1240.11,1
373,1,303.97,2
39,2,692.19,1
54,3,700.63,1
2,19,13110.02,5
9,3,377.44,1
9,2,168.24,1
19,4,1879.05,1
12,7,2791.35,1
113,2,355.11,1
4,6,2322.4,1
240,1,110.25,2
113,1,71.4,1
178,2,674.52,1
5,9,1797.57,1
359,1,80.64,2
1,5,1772.26,1
1,30,5605.29,5
19,8,3456.7000000000003,1
17,3,834.99,1
22,2,287.59,1
33,1,712.78,1
263,1,15.0,2
51,2,818.8199999999999,1
159,3,371.88,1
15,1,271.2,1
